"state","city","pop","aland_sqmi","density","n","pred","times"
"CA","Rocklin",68823,19.81,3474.1443973,14,13.8459953700257,1.01112268391391
"VA","Coeburn",1845,1.95,946.25588226,2,1.97895083318266,1.01063652843941
"IA","Waukee",24089,20.799,1160.7267447,7,6.92648656788258,1.01061337972679
"TX","Italy",1923,1.802,1066.9661822,2,1.97914472157561,1.010537520676
"KS","Wellington",7662,7.611,1046.7047022,4,3.96610833202159,1.00854532078834
"NC","Dallas",4797,2.938,1659.4450868,3,2.9749633563198,1.00841578220687
"IL","Lake in the Hills",28634,10.203,2804.1656774,8,7.93653639452566,1.00799638561704
"IN","Schererville",28527,14.936,1900.8940253,8,7.94101069300392,1.00742843817703
"MS","Starkville",25653,25.514,1005.4321174,7,6.94944025593367,1.00727536926779
"IL","San Jose",594,0.414,1434.7572281,1,0.992820047697016,1.00723187683371
"AL","Headland",4712,30.331,155.35409082,2,1.98692410851214,1.00658097178037
"MN","Sauk Centre",4505,4.114,1081.138955,3,2.98114198351766,1.00632576931478
"TX","Hughes Springs",1709,2.493,692.42046164,2,1.98746125708384,1.00630892444895
"CT","New Haven",130250,18.69,6968.9409761,21,20.8888002249038,1.00532341608417
"CA","Moreno Valley",213055,51.327,4156.5896598,30,29.8546828839266,1.00486748148149
"TX","Aubrey",4895,3.012,1617.0007969,3,2.98621870521584,1.00461496499238
"PA","Hollidaysburg",5674,2.33,2425.0883999,3,2.98663976146265,1.00447333445089
"WA","Toledo",771,0.394,1956.8724899,1,0.995600720358223,1.00441871882153
"AR","Siloam Springs",17101,11.504,1503.0323651,6,5.97367043151892,1.00440760312825
"UT","Murray",48917,12.322,3969.5839144,11,10.9531902806356,1.0042736150989
"WI","Spencer",1878,1.962,957.05159168,2,1.99198728838712,1.00402247125752
"OH","Genoa",2277,1.492,1510.7425691,2,1.99200559848099,1.00401324249546
"IN","Avon",18706,18.796,999.47261346,6,5.97670274735322,1.00389801093205
"PA","Williamsburg",1177,0.367,3215.1944421,1,0.996258280249349,1.00375577279992
"CA","Highland",55417,18.571,2955.8389568,12,11.9568116842678,1.00361202608794
"IA","Ruthven",682,0.408,1613.7807748,1,0.99665911542874,1.00335208349529
"TN","Oakland",8345,10.112,825.26353759,4,3.98857749514718,1.00286380416745
"CA","Chino",94371,29.605,3184.4608883,17,16.9535955623749,1.00273714430985
"TX","Texarkana",36317,31.372,1250.2081843,9,8.97908332327832,1.00232948909912
"ID","Fruitland",5426,2.29,2518.5432499,3,2.9942893268479,1.00190718816011
"OH","Rayland",393,0.473,831.49349952,1,0.998185297654042,1.0018180014775
"MI","Romulus",23573,35.608,662.02046179,6,5.99299763625085,1.00116842424679
"MN","Carlos",491,0.447,1052.1977597,1,0.998874184140048,1.00112708474984
"GA","Newnan",41581,19.37,2152.5304152,10,9.99053281146134,1.00094761597978
"NY","Hudson",6072,2.158,2813.9027345,3,2.99737167934378,1.00087687512174
"CA","Camarillo",69888,19.686,3551.2809523,14,13.9881027891596,1.00085052354988
"OH","Greenville",12615,6.652,1900.9800159,5,4.99996105821753,1.00000778841715
"AR","Grannis",574,7.93,72.384879823,1,1.00020421549631,0.999795826199141
"IN","Eaton",1733,3.727,465.03767164,2,2.00071844709435,0.999640905448045
"WI","Exeland",190,1.201,158.18200111,1,1.00072538682988,0.999275138974758
"IA","Audubon",1898,1.934,992.99245327,2,2.00204559860709,0.998978245745994
"FL","Havana",1708,2.786,622.18722159,2,2.00253244193607,0.998735380319923
"GA","Garfield",201,0.788,254.98288302,1,1.0016663253366,0.998336446684442
"UT","Woodruff",212,0.722,293.63215915,1,1.00223447356161,0.997770508178921
"KY","Madisonville",18621,17.866,1048.5663055,6,6.01445682395592,0.997596320934863
"MI","Dearborn",93932,24.247,3876.0163704,17,17.0436957378733,0.997436252175274
"LA","Breaux Bridge",8148,7.716,1056.0345574,4,4.01108080975226,0.997237450383617
"NJ","Wharton",6369,2.072,3073.8268843,3,3.00855029112993,0.997158002924152
"IA","Steamboat Rock",302,0.54,557.92388981,1,1.00286209759887,0.997146070625539
"ND","Anamoose",244,0.623,391.54858816,1,1.00314042042171,0.996869410944092
"NY","Beacon",13968,4.739,2947.4534589,5,5.01600694439324,0.996808827306124
"OH","Kingston",1017,0.379,2756.9040365,1,1.00349989391626,0.99651231261958
"NC","Newton",13177,13.796,956.58895217,5,5.0178319210457,0.996446289687204
"NY","Dryden",2047,1.756,1165.5071262,2,2.00808020467816,0.995976154408905
"PA","Aliquippa",8844,4.196,2107.6230516,4,4.0167317105605,0.995834496360185
"MS","Forest",5536,13.079,423.28652198,3,3.01268616159517,0.995789086245726
"TX","Sanger",8732,11.759,742.56666556,4,4.01704718615535,0.995756289292768
"OR","Woodburn",26273,5.859,4501.2287997,7,7.03196488002145,0.995454345895232
"MO","Eldon",4706,3.555,1323.7877909,3,3.01397827947236,0.995362183076247
"TN","Thompson's Station",6567,20.346,333.36183525,3,3.01479820013744,0.995091479046004
"PA","Philadelphia",1584064,134.356,11796.782748,151,151.751401902497,0.995048468132244
"ND","Hope",252,0.613,411.01626427,1,1.00517063438444,0.994855963547314
"TX","McKinney",199177,66.963,2975.4762217,27,27.1482597345877,0.994538886247694
"NJ","Magnolia",4273,0.978,4367.1211711,2,2.0118841308156,0.994093034169525
"CA","Lathrop",24483,19.826,1234.8815518,7,7.04165376793871,0.994084661173152
"CA","Vallejo",121692,30.42,3947.7786287,20,20.1204861216849,0.994011768853086
"ME","Bath",8338,9.119,914.37367534,4,4.02425523132964,0.993972740312093
"NJ","Longport",851,0.395,2153.5110417,1,1.00609052980122,0.99394634019423
"PA","Reynoldsville",2647,1.388,1807.0995135,2,2.01225503811171,0.993909798768249
"IL","Chicago Heights",29322,10.283,2851.5876654,8,8.0508262676227,0.993686825931507
"NC","Siler City",8225,6.016,1367.7324214,4,4.02580246432843,0.993590727673039
"CO","Winter Park",1090,16.889,64.538423996,1,1.00688148109006,0.993165550048042
"NC","Rolesville",8501,4.877,1745.530076,4,4.02771363304406,0.993119264285154
"WV","Belington",1902,2.061,922.65477405,2,2.01448210271081,0.992811004529985
"FL","Deerfield Beach",81066,14.946,5423.0696844,15,15.1179683907741,0.992196809271935
"MO","Holt",502,0.449,1118.5495008,1,1.00796247745646,0.992100422749318
"WY","Pinedale",1871,2.164,864.43339944,2,2.01621016120994,0.991960083565786
"CO","Rico",231,0.678,340.59524773,1,1.00853958384531,0.991532723175079
"NJ","Pompton Lakes",10986,2.887,3805.6912236,4,4.03436251044876,0.991482542691747
"CA","Santa Paula",29806,5.53,6565.455372,8,8.07123314612869,0.991174440777633
"FL","Port Orange",64842,26.786,2418.6899416,13,13.1193406110282,0.99090345966566
"PA","Quarryville",2757,1.291,2135.1467554,2,2.01840994900784,0.990878984213842
"IL","Manhattan",8240,6.681,1233.2769452,4,4.03964286214166,0.990186542846849
"CA","Brentwood",64474,14.865,4339.0306242,13,13.1346291369797,0.989750061796518
"IL","Streamwood",39228,7.798,5035.0612686,9,9.09376539197837,0.989689046513001
"WI","Pewaukee",14631,19.542,750.64699732,5,5.05234079863715,0.98964028739881
"NC","Elizabeth City",17751,11.707,1518.4786711,6,6.06598758609567,0.989121707692425
"MI","Boyne Falls",297,0.562,528.8702463,1,1.01102284765621,0.989097330805365
"IA","Solon",2690,1.325,2030.2573655,2,2.02211989287167,0.989061037899065
"AL","Kellyton",198,0.967,204.79225522,1,1.01128614753015,0.988839808042742
"IL","Chicago Ridge",13928,2.268,6141.2270696,4,4.04528480935555,0.988805532492837
"WI","Delavan",8264,6.968,1185.2669511,4,4.04536737897914,0.988785350073548
"NC","Rockwell",2159,1.699,1261.705772,2,2.02310082672267,0.98858147531871
"GA","Clarkesville",1821,2.458,740.94601932,2,2.02365066696773,0.988312870717372
"MO","Hollister",4592,6.411,720.74336888,3,3.03568162565796,0.988245926266979
"MI","Goodrich",1884,2.195,858.21557112,2,2.02445694644347,0.987919255834789
"MS","McComb",13013,11.78,1104.669388,5,5.06117204959933,0.987913461743675
"CO","Fleming",404,0.489,825.73456515,1,1.01248780241937,0.987666219395902
"KY","Pineville",1730,3.373,526.39138221,2,2.02628060821837,0.987030124005637
"KY","Fordsville",530,0.448,1183.0251352,1,1.01319983647506,0.986972129287956
"AR","Van Buren",23683,15.41,1538.3207393,7,7.09284197781827,0.986910468595153
"NM","Corrales",8696,10.789,806.73158362,4,4.05473700725264,0.986500479031135
"ID","Malta",205,1.38,148.59614267,1,1.01381123089842,0.986376920596763
"WV","Union",540,0.447,1208.9388241,1,1.01451580556186,0.985691888206889
"CA","El Cerrito",25508,3.672,6975.4049916,6,6.08945052689052,0.985310574986115
"CA","Carmel-by-the-Sea",3811,1.061,3574.020635,2,2.03023615802033,0.985107073430406
"MO","East Prairie",2941,1.25,2352.8806706,2,2.03086162180843,0.984803680626479
"MI","Honor",331,0.539,613.86164724,1,1.01548999227166,0.984746287615292
"SC","York",8412,8.48,991.99360884,4,4.06249451006127,0.984616715196415
"OH","Senecaville",449,0.475,945.29028157,1,1.01568685480742,0.984555422044529
"MA","Medford",57341,8.1,7079.241018,11,11.1775682797083,0.984113872063693
"UT","Hanksville",220,1.685,130.59203985,1,1.01631435588892,0.98394752982245
"MN","Lindstrom",4720,3.806,1250.160388,3,3.0490238430334,0.983921462882156
"ID","Bellevue",2456,1.472,1668.3283116,2,2.03374629843777,0.983406829817618
"CA","West Hollywood",36475,1.888,19324.409824,5,5.08534799300247,0.983216882478857
"FL","Midway",3000,0.737,307.57824043,1,1.01715640381703,0.983132973697411
"NC","Fletcher",8369,6.395,1309.6833768,4,4.06916244360416,0.983003272893943
"CA","Cotati",7410,1.874,3941.3893452,3,3.05226155232589,0.982877760824245
"IN","Bedford",13212,12.21,1082.0248927,5,5.08964078015163,0.982387601792801
"IL","Highland Park",29515,12.241,2411.2062283,8,8.14498099752377,0.982199958776104
"UT","Helper",2105,1.807,1165.166001,2,2.03696323399566,0.981853754953075
"NY","Shoreham",531,0.454,1169.5075968,1,1.01868144560204,0.981661150615143
"AR","Harrison",13080,11.205,1167.6154556,5,5.09669134918014,0.981028604136349
"MT","Glendive",4910,3.474,1413.4715604,3,3.05820302516178,0.980968227196523
"IL","Wheeling",38646,8.672,4456.3431737,9,9.18627146221598,0.979722843704093
"OR","Sherwood",19879,4.829,4463.9467289,6,6.12444966422143,0.979679861694602
"SD","Gary",229,0.748,306.15779606,1,1.02098413228677,0.979447151406975
"KY","Scottsville",4541,6.303,745.41551971,3,3.06356211076033,0.979252220630004
"UT","Santa Clara",8417,6.12,1383.6426375,4,4.08508506080935,0.979171777443358
"WV","Hillsboro",238,0.533,662.7813506,1,1.02151528773226,0.978937870053792
"MO","Boonville",8439,7.687,1098.521718,4,4.08647852747099,0.978837885262421
"CA","Fountain Valley",55357,9.072,6102.3051969,11,11.2401429352608,0.978635241860898
"MO","Anderson",1919,2.273,844.24115376,2,2.04551043967004,0.97775105969277
"IA","Lewis",399,0.505,797.75913107,1,1.02278394737831,0.977723597015075
"AZ","Nogales",20103,20.82,965.83679234,6,6.13694415587263,0.977685285641457
"OK","Davis",2896,9.139,262.81464909,2,2.04581804938689,0.977604044797326
"NJ","Franklin",4721,4.356,1083.7726552,3,3.06930302166026,0.977420599669962
"WV","Athens",897,0.403,2278.5058374,1,1.02365048118865,0.976895940925866
"LA","Independence",1893,2.411,785.23489537,2,2.04817486001888,0.976479127363942
"TX","Buffalo",1902,4.71,403.86418102,2,2.04824400398019,0.976446163696102
"TN","Athens",14020,15.508,904.04618948,5,5.12147969241244,0.976280352611294
"PA","Ambler",6491,0.852,7616.4487321,2,2.04893831154379,0.976115283086821
"AL","Adamsville",4281,26.215,170.07505012,2,2.05083557348231,0.975212262679845
"NJ","Pleasantville",20149,5.721,3521.9503555,6,6.15338071191051,0.975073749034637
"TX","Royse City",14702,18.295,803.60261565,5,5.12798025732582,0.975042755450747
"OH","North Fairfield",534,0.462,1156.241743,1,1.02629598924593,0.974377772570996
"OK","Tyrone",741,0.422,1791.7801631,1,1.02634784139186,0.974328546006269
"GA","Temple",4795,6.809,704.18247789,3,3.07983981262809,0.974076634667581
"PA","Fleetwood",4104,1.044,3931.0875069,2,2.05373825682881,0.973833931052252
"VA","Smithfield",8475,9.725,898.7823281,4,4.10787817697278,0.973738710758876
"WI","Winneconne",2484,1.484,1702.484844,2,2.05467421425158,0.973390324425962
"KY","Liberty",2130,1.871,1134.1742192,2,2.05524483101288,0.973120073005776
"TX","Bryan",86276,54.164,1880.7300823,16,16.4504524127881,0.972617627680689
"AR","Bentonville",54909,33.843,1625.8867345,11,11.3101065991359,0.972581460977598
"KY","Whitesburg",1843,3.132,588.50511042,2,2.05638453313736,0.972580744394466
"MO","Chesterfield",47538,31.879,1491.328758,10,10.2826454013773,0.972512384669085
"NY","Granville",2439,1.549,1574.2999134,2,2.0570838567921,0.972250107061209
"NE","Papillion",20471,11.536,2073.2880711,7,7.20209271638544,0.971939723029993
"FL","Wewahitchka",2133,6.693,318.66824027,2,2.05837232092191,0.971641514837431
"VA","Gate City",1869,3.981,469.51077738,2,2.05855723838849,0.971554233568782
"IA","Keystone",612,0.448,1365.2473534,1,1.02961956811806,0.97123251243933
"TX","Blackwell",310,0.591,524.37604252,1,1.02967106039733,0.971183942582713
"MN","Sabin",558,0.46,1213.2201363,1,1.02979828890982,0.971063955698196
"NM","Clovis",38319,23.625,1622.8772763,9,9.27101819014101,0.970767160134664
"OH","Englewood",13435,6.56,2050.9197376,5,5.15064853782909,0.970751539981295
"KY","Oakland",218,1.397,156.05364587,1,1.03016158518899,0.97072150076004
"MN","North Mankato",13948,6.108,2234.8804326,5,5.15128516519928,0.970631568560536
"SD","Sisseton",2398,1.591,1507.0342902,2,2.06072090398536,0.970534144692795
"CA","Palo Alto",65364,24.096,2740.2490565,13,13.3972516472797,0.970348273083278
"PA","Nanticoke",10312,3.457,2983.7401376,4,4.12632718177058,0.96938507873814
"MN","Faribault",23897,15.502,1575.343948,7,7.22127866221988,0.969357412645276
"NC","Oakboro",1912,2.48,774.01688031,2,2.06346093397323,0.96924539111529
"MI","Westland",81511,20.432,3989.4409078,15,15.4779633600705,0.969119751161609
"KS","Altoona",379,0.534,710.0872572,1,1.03204721042122,0.968947922054706
"GA","Vidalia",10402,17.889,581.62981395,4,4.12847901688253,0.968879818364791
"WI","Eau Claire",68802,32.858,2104.2835585,13,13.4211057629967,0.968623616382064
"TX","Whitney",2162,1.86,1162.1686582,2,2.06505671975811,0.968496400541611
"IL","Richmond",1904,4.29,443.73744021,2,2.06521892738963,0.968420332331513
"NY","Saranac Lake",5200,2.911,1871.1940102,3,3.09797017428179,0.968376011139456
"IL","Henry",2209,1.797,1229.1971731,2,2.06536047891177,0.968353960686706
"CA","Glendale",199303,30.479,6540.789519,28,28.9163630917995,0.968309877390514
"PA","Murrysville",19590,36.83,531.79366879,5,5.16603661240273,0.967859962121811
"GA","Taylorsville",224,1.492,150.15126537,1,1.03341119192661,0.967669024500965
"TX","Waco",139236,88.733,1566.983305,18,18.6047715994235,0.967493736959272
"NJ","Spring Lake",2904,1.332,2179.3905249,2,2.06722899469175,0.96747869013816
"MI","Auburn Hills",24748,16.639,1488.0849937,7,7.24103096140672,0.966713170722323
"MO","Savannah",5223,3.25,1607.099834,3,3.10594175499966,0.965890617610865
"WV","Kenova",2961,1.319,2244.7702362,2,2.07153300337979,0.965468566871451
"MO","Lone Jack",1323,5.851,353.1418902,2,2.07223137660857,0.965143189402534
"KY","Jackson",1939,2.508,772.99306136,2,2.07277638103604,0.964889419957757
"MA","Framingham",74416,25.044,2971.4280681,14,14.5098960487695,0.964858738680435
"KS","Seneca",2075,1.788,1255.3321586,2,2.07356863734814,0.964520760961054
"NJ","Long Branch",30241,5.124,5901.4247347,7,7.25762786478876,0.964502469734131
"OH","Strasburg",2688,1.415,1936.9708493,2,2.0737077915746,0.964456037695345
"MI","Ironwood",4870,6.578,740.36642887,3,3.11090238117362,0.964350414257686
"AR","Shirley",275,2.407,114.24061358,1,1.03707546738915,0.964249981264637
"MO","Weston",1815,3.477,541.96524401,2,2.07468728743128,0.964000701270139
"OK","Kenefic",217,0.996,222.05007657,1,1.03772565391661,0.963645830885821
"KY","Albany",2002,2.274,880.36436922,2,2.07566742350506,0.963545497391251
"TX","Pilot Point",4525,4.348,1122.3755005,3,3.11381654520185,0.963447896319635
"OR","Mount Angel",3619,1.136,3262.40149,2,2.07717452482795,0.962846393547821
"IL","Carbondale",25083,17.397,1442.5897431,7,7.2714167004834,0.962673477306649
"OK","Walters",2358,8.046,290.34385741,2,2.07779569723707,0.962558543488892
"TX","Alice",18682,11.992,1557.8179009,6,6.23747561743243,0.961927607898179
"IL","Jacksonville",18603,10.563,1761.2295621,6,6.23920158333315,0.96166150746401
"NY","Gloversville",14747,5.046,2922.4751903,5,5.19954373831594,0.961622836856725
"MI","Allegan",5020,3.846,1305.0978492,3,3.12121804415291,0.961163224600733
"OK","Alva",4953,6.305,774.12131998,3,3.12129063431383,0.961140871349683
"KY","Gamaliel",358,0.566,632.06912832,1,1.04048216220504,0.961092882054555
"GA","Midville",254,1.99,127.64128957,1,1.04100547124601,0.960609744733684
"FL","Chiefland",2186,6.755,324.48147783,2,2.08314223588355,0.960088065782851
"KY","Glasgow",14485,15.859,913.42362475,5,5.20847550407901,0.959973795803448
"IL","Avon",714,0.444,1584.03353,1,1.04182391879187,0.959855098316064
"MI","Roseville",47018,9.836,4780.0263237,10,10.4221802593386,0.959492136114192
"MI","Evart",1882,2.463,803.83050018,2,2.08503795964996,0.959215150373457
"SD","Custer",1969,2.53,778.13269504,2,2.08578380467939,0.958872149411199
"CO","Manitou Springs",5390,3.149,1712.2627409,3,3.12929163772458,0.958683416986155
"IL","Danforth",552,0.478,1154.7578622,1,1.04378395134833,0.958052668570186
"TN","Sparta",4949,6.723,736.15787457,3,3.13176221276711,0.957927133730026
"MS","Belmont",1988,4.729,420.37803794,2,2.08839735365387,0.957672157791617
"KY","Greenup",1113,1.716,1377.5722136,2,2.08855916129042,0.957597963738935
"OK","Kiefer",2020,2.379,844.77126983,2,2.08891963170423,0.957432717681106
"IL","Henning",234,1.524,153.50102337,1,1.04460431546817,0.957300276470545
"TX","Southlake",32376,21.829,1482.9719382,8,8.35817527730481,0.957146713795609
"MT","Big Sandy",562,0.477,1179.1498688,1,1.0453346722212,0.956631427784876
"TX","Boerne",18232,11.672,1613.2536262,6,6.27204030992415,0.95662650485621
"TN","Arlington",11743,23.015,510.24237646,4,4.18242223723061,0.956383591401474
"OK","Alex",548,6.647,82.169089685,1,1.04589117735524,0.956122416606201
"IL","Windsor",772,0.438,1761.2370116,1,1.04613555856956,0.955899062801534
"AL","Alabaster",33487,25.279,1326.1146278,8,8.37236246568657,0.955524803517207
"NY","Candor",790,0.436,1813.1899033,1,1.04674417955566,0.955343262978067
"NC","Ayden",5141,3.814,1338.0842966,3,3.14036643016038,0.955302531318548
"NC","Havelock",19854,17.086,1162.6537142,6,6.28270762990307,0.955002262311635
"NC","Trinity",6606,16.879,391.50346021,3,3.14138354338745,0.954993224662088
"IL","Elgin",110849,38.027,2955.9021479,18,18.8494348792388,0.954935790665303
"OH","Reynoldsburg",38327,11.116,3450.6501102,9,9.42921370097322,0.954480435528901
"KY","Willisburg",285,0.686,415.32958411,1,1.04778323021658,0.954395881859355
"IL","Sycamore",18322,10.12,1864.064861,6,6.28698506564391,0.954352513542273
"MS","Natchez",14615,15.815,924.10194002,5,5.23945302761937,0.954298086774114
"OH","Hudson",22237,25.625,867.78546392,6,6.29043574118959,0.953828994820211
"CA","San Leandro",88815,13.323,6657.3176521,15,15.7272184175307,0.953760518978989
"FL","Belleview",5101,3.883,1313.8011105,3,3.14553218729805,0.953733683640014
"IA","Stacyville",463,0.515,902.66308863,1,1.04878712229267,0.953482340452446
"TN","Smyrna",51586,33.027,1702.0416745,11,11.537114012942,0.953444681890162
"TX","Celina",16299,32.264,583.67376527,5,5.24823345997756,0.952701521022158
"MI","Belleville",3896,1.132,3440.8926726,2,2.0996213177211,0.952552721350139
"TX","Buda",16906,9.287,2714.3384496,7,7.3498271097995,0.952403355266266
"IL","Windsor",1151,0.438,1826.8513866,1,1.05031423727332,0.952096015184996
"TN","McMinnville",13769,11.061,1244.8028337,5,5.25211212687091,0.951997954198074
"KY","Crestwood",5081,4.047,1255.7651186,3,3.15241447668789,0.951651510987848
"GA","Ball Ground",2195,6.331,344.60400921,2,2.10166136317891,0.951628095296408
"UT","Glenwood",476,0.521,882.68220243,1,1.05130348431214,0.951200119587058
"SD","Kennebec",247,0.853,289.52780766,1,1.05146758573,0.951051666805049
"TX","Brady",5302,8.943,592.88870206,3,3.15546627574448,0.950731124290719
"KY","Erlanger",19246,8.377,2300.2455092,6,6.31256645532391,0.950485043201359
"NY","Camillus",1195,0.406,2882.1164269,1,1.05218815766426,0.950400356358209
"NY","Cherry Valley",489,0.51,959.54842806,1,1.05241115533847,0.950198973972665
"WI","Evansville",5440,3.255,1671.4666732,3,3.15725541537004,0.950192368154791
"KS","Minneola",679,0.459,1477.9756579,1,1.05242103722109,0.950190051921133
"IA","Harpers Ferry",323,0.644,492.13390632,1,1.05351200531019,0.949206079246881
"AL","Heflin",3409,16.128,211.90974451,2,2.10742851545266,0.949023886378616
"AR","Lake Village",2194,2.377,867.52394738,2,2.10768129330938,0.948910068305298
"IN","Linton",5204,3.201,1717.1702342,3,3.1615284144167,0.948908125044797
"NM","Willard",242,0.922,262.36751212,1,1.05392712489254,0.948832207067411
"NJ","Point Pleasant",18772,3.491,5376.122566,5,5.2728043027153,0.948262008780638
"CA","Cerritos",49859,8.727,5716.5411283,10,10.5464732457193,0.948184266627601
"OK","Fort Towson",489,5.623,87.338962684,1,1.05470092397169,0.948136080353751
"KS","Gardner",22031,11.662,2141.4517824,7,7.38482390340258,0.947889901176212
"SC","Varnville",1976,3.832,515.6185527,2,2.11082794257306,0.947495510961467
"IA","Clinton",25093,35.6,713.73504221,6,6.33442434171684,0.947205251231053
"NJ","Morris Plains",6255,2.554,2449.5572891,3,3.16918021703388,0.946617041175328
"MN","Underwood",365,0.587,633.9593623,1,1.05678914082454,0.9462625621037
"MI","Hopkins",607,0.479,1268.5426906,1,1.05690386475652,0.946159847972899
"IA","Sabula",554,0.494,1119.1186465,1,1.05694355194694,0.946124320601566
"CA","Yorba Linda",67644,19.954,3409.0665303,13,13.7408768018825,0.946082276075646
"PA","Scranton",76653,25.308,3028.8521753,14,14.8009118441925,0.945887668771787
"WA","Covington",21175,5.932,3569.7301532,6,6.34331161979414,0.945878172101329
"MI","Essexville",3278,1.295,2531.3997641,2,2.11504311791952,0.945607199709158
"KS","Marquette",599,0.482,1242.7109313,1,1.05762920625449,0.945510954204283
"TX","Cleburne",31295,35.698,880.68374186,7,7.4065656347632,0.9451074013501
"GA","Newington",262,0.811,323.24066055,1,1.05823628765208,0.94496854026685
"SD","Jefferson",511,0.51,1001.0217338,1,1.05824978472327,0.944956488001084
"CA","Isleton",844,0.44,1919.8761555,1,1.05877712719406,0.944485835890857
"NJ","Butler",7654,2.034,3763.592616,3,3.17757927729145,0.944114918371818
"GA","Trion",1893,4.059,493.69065083,2,2.11845155855491,0.944085783752492
"AR","Havana",363,0.601,604.02663417,1,1.05924405760428,0.944069492598074
"IA","Kelley",300,0.694,432.0943605,1,1.05940094232609,0.943929687096873
"AR","Greenwood",9414,10.824,869.73920224,4,4.23773831793843,0.943899717230751
"WI","Chetek",2095,2.397,871.2349064,2,2.11899855727144,0.943842077257159
"MI","Richmond",5849,2.89,2025.0835243,3,3.17898214478818,0.943698285603266
"IN","Alexandria",4968,3.025,1890.6288584,3,3.17914938019653,0.943648643466558
"DC","Washington",705749,61.126,11543.999939,73,77.3653797144624,0.943574506703463
"TX","Burleson",48225,28.257,1706.563552,10,10.5982355698537,0.943553286213473
"NY","Westbury",15351,2.344,6550.2654097,4,4.23942027647449,0.94352523202215
"SC","Hilton Head Island",39861,41.353,963.86681732,8,8.48947463870661,0.942343353442048
"MD","Poolesville",5244,3.931,1334.0638299,3,3.18621001051431,0.941557521349872
"IA","Vinton",5075,4.885,1039.6996036,3,3.18659537275901,0.941443656651816
"IN","Loogootee",2700,1.565,1725.3725186,2,2.12455713362861,0.941372659903066
"MI","Walled Lake",7134,2.209,3230.2340663,3,3.18793116144195,0.941049178315083
"WI","New Richmond",9414,10.782,877.73485123,4,4.25217360719258,0.940695364185971
"MN","Ashby",441,0.551,799.97079948,1,1.0639173512805,0.939922634776497
"LA","Castor",242,1.191,203.24308963,1,1.0640589359262,0.939797567819451
"KS","Council Grove",2121,2.135,1034.8246431,2,2.12843134698353,0.939659154538602
"PA","Wyoming",3011,1.426,2095.0328389,2,2.12884407212795,0.939476980106315
"IN","Walton",1015,0.428,2373.7263301,1,1.06575745122614,0.938299796871708
"CO","Pagosa Springs",2085,5.033,418.7775654,2,2.13152984639813,0.938293218544236
"PA","East Pittsburgh",1757,0.388,4531.5988588,1,1.0657863189758,0.938274382205412
"UT","Kaysville",32390,10.502,3084.0526658,8,8.52665745318125,0.938234008335265
"ID","Driggs",1817,3.241,622.88498699,2,2.13233578570979,0.937938580500941
"MN","Monticello",13824,8.869,1578.9867067,5,5.3328843395872,0.937578931326876
"OR","Aumsville",4180,1.129,3703.7283569,2,2.13401151551346,0.937202065434396
"CA","Pico Rivera",62027,8.315,7477.765378,11,11.7381184386727,0.937117823224473
"TN","Parrottsville",293,0.741,395.47942416,1,1.06715156192951,0.937074016170589
"OH","Warren",38752,15.966,2426.8239792,9,9.60624066194564,0.936890956277286
"MO","Lebanon",14798,14.642,1010.6699874,5,5.33766125006312,0.936739850237006
"IN","Lagro",391,0.593,659.0669112,1,1.06755468429609,0.93672016498093
"OR","Madras",7051,8.158,1129.5601377,4,4.2704675236132,0.936665594078944
"WV","Clay",441,0.558,790.61268666,1,1.06814745288248,0.936200331987328
"MI","Hudson",2210,2.192,1008.0262572,2,2.13669887734313,0.936023330759124
"IN","Albion",2373,1.908,1243.6674311,2,2.13739525801619,0.935718366782703
"NY","Walton",2798,1.542,1814.1089173,2,2.13783325527675,0.935526657686451
"MO","Thayer",2131,2.443,872.21465345,2,2.13847687882008,0.935245089534715
"IA","Polk City",4961,5.272,973.90723008,3,3.20784063957342,0.93520855213024
"AL","Jasper",13431,29.325,462.23248411,4,4.27902092340237,0.934793279024092
"TX","Angleton",19431,11.729,1671.7220926,6,6.41982921748946,0.934604301256843
"OH","Owensville",828,0.448,1924.584001,1,1.0700665782991,0.934521290805596
"OR","Dundee",3274,1.339,2458.2166267,2,2.14184828765176,0.933772952795234
"IL","Carrollton",2398,1.902,1260.6348658,2,2.14319995708904,0.933184042573637
"NJ","Hoboken",52677,1.25,42134.533079,4,4.28704382885806,0.93304387817875
"MO","Augusta",267,0.88,303.36841976,1,1.07183569902329,0.932978814673972
"CA","Alameda",77624,10.449,7429.0597019,13,13.9373168031325,0.932747686203
"MO","Granby",2085,4.424,471.30507814,2,2.14455234145331,0.932595563811069
"NE","Scottsbluff",14556,6.634,2194.1676097,5,5.36157647005778,0.932561538182466
"DE","New Castle",5392,3.478,1599.36133,3,3.2172050815557,0.932486404798705
"CA","South Gate",93444,7.237,12913.38221,13,13.9418867141349,0.932441947532108
"MS","Olive Branch",38924,37.219,1046.1782525,8,8.58317431721617,0.932056102362219
"PA","Trafford",3039,1.446,2095.9840725,2,2.14655872448764,0.93172386908603
"TN","Lenoir City",9324,8.396,1110.5785796,4,4.29317230577579,0.931711963812546
"MD","Crisfield",2564,1.736,1477.3670053,2,2.14676969486903,0.93163230540294
"TN","Caryville",2148,5.101,421.13300847,2,2.14726089300665,0.931419189216245
"NY","Warwick",6775,2.426,2802.4205801,3,3.22138145872432,0.931277477827171
