"state","city","pop","aland_sqmi","density","n","pred","times"
"CA","Lancaster",157601,94.271,1671.6046805,33,20.3496956525577,1.62164587438694
"CO","Parker",57706,22.335,2599.662243,20,12.3335313924473,1.62159558066617
"TN","Bristol",26987,32.664,826.18803741,11,6.78686432656766,1.62077794261184
"TN","Memphis",651073,296.983,2051.5486613,77,47.5394160415472,1.61970857893386
"CO","Silverthorne",4898,4.001,1211.9407959,5,3.08699966041383,1.61969567542152
"NC","Bryson City",1452,2.184,664.93494174,3,1.85254686880568,1.61939222727146
"NJ","Newton",8019,3.36,2386.5365754,6,3.70566034848838,1.61914461546578
"PA","Dawson",347,0.173,2150.2418528,1,0.618270497480316,1.61741503771468
"NY","Massena",10200,4.53,2254.4232829,7,4.32858222729453,1.61715768176019
"NC","Durham",278993,112.791,2486.1085945,52,32.1597899016934,1.61692598611354
"CO","Fountain",30735,22.501,1366.6715073,13,8.0413678113408,1.61664039066414
"KS","Viola",128,0.164,778.43163332,1,0.618581190397605,1.61660266351977
"WA","Pasco",75432,33.958,2224.0293283,23,14.2478696488427,1.61427641934303
"NC","Aurora",510,0.928,549.46080295,2,1.23902515167648,1.61417223636975
"LA","West Monroe",12227,8.026,1523.7669075,8,4.956664115099,1.6139887259317
"MI","Romeo",3606,2.026,1779.5327328,4,2.47884221520235,1.61365655928749
"WI","Beloit",36926,17.332,2130.7534005,15,9.29632870351894,1.61354019187403
"CO","Brighton",41554,21.247,1962.0739895,16,9.92105858446254,1.61273112781107
"IL","Salem",6971,6.991,1002.3247382,6,3.72307908439709,1.61156931238586
"OH","Akron",197597,61.933,3190.5072961,44,27.3484471961258,1.60886648095447
"MI","Sterling",499,0.977,510.58016961,2,1.2438407053427,1.60792293692379
"OK","Terlton",107,0.158,428.21559681,1,0.621961533249247,1.60781647504116
"CT","Shelton",41129,30.631,1342.7068085,15,9.33521510232192,1.60681889336102
"PA","Altoona",43364,9.791,4428.9991735,16,9.95930285819745,1.60653815109463
"OH","Danville",1015,0.591,1833.1333103,2,1.24516200905879,1.60621668943448
"OR","Milton-Freewater",7074,2.03,3553.8651579,5,3.11421669456829,1.60554016961017
"OH","Pickerington",22158,9.803,2250.6107664,11,6.85286331950632,1.60516845107491
"IL","Dunlap",1448,2.308,637.75971289,3,1.86896882633597,1.60516320964077
"OH","Pleasant City",423,0.176,2398.0005603,1,0.623113709995827,1.60484352046547
"MI","Clio",2497,1.108,2255.6086907,3,1.86937801235023,1.60481185730238
"FL","Crestview",25274,16.577,1571.4296757,12,7.47837324846685,1.6046270494001
"ID","Caldwell",58481,22.852,2586.0317221,20,12.4645522706075,1.60455021293959
"MT","Laurel",6735,2.172,3120.8163952,5,3.11672845667199,1.60424626960892
"AZ","Page",7529,38.182,197.18755468,4,2.4946490017626,1.60343198468954
"CT","Bridgeport",144399,16.064,8988.7372752,35,21.830890108155,1.60323284238995
"NE","Hershey",656,0.763,859.45436454,2,1.24777596638529,1.60285183709207
"MO","Buffalo",3091,2.876,1075.9849409,4,2.49585370274071,1.6026580386533
"NY","Endicott",12532,3.194,3923.7678756,7,4.3696876767816,1.60194515438588
"TN","Clinton",10075,11.62,867.01635444,7,4.37047092107277,1.60165806532395
"OR","Sandy",11387,3.57,3277.8890049,7,4.37679020735323,1.59934556338561
"NC","Pikeville",674,0.755,892.53810635,2,1.2505560499227,1.59928857257027
"KY","Burkesville",1464,2.574,568.73071021,3,1.8761896934672,1.5989854386504
"NC","Jefferson",1533,2.08,737.17769625,3,1.87799245848012,1.59745050436887
"NY","Johnson City",14161,4.552,3110.9783432,8,5.00803770762891,1.59743206162632
"IA","West Point",930,0.636,1471.856557,2,1.25260586896484,1.59667142678551
"GA","Dahlonega",7294,8.817,829.0306436,6,3.757884580452,1.59664297067855
"TX","Lipan",488,1.061,459.95973041,2,1.25267975170804,1.59657725549805
"WA","Shoreline",57027,11.635,4901.4386236,19,11.9013810645652,1.59645337771513
"MI","Plainwell",3777,1.992,1896.0094033,4,2.50656687123285,1.59580821318069
"OH","Chardon",5159,4.391,1126.307367,5,3.13387491961285,1.59546890933914
"CA","South Lake Tahoe",22197,10.188,2185.9689918,11,6.89874637313752,1.59449259402143
"WA","Tenino",1865,1.456,1292.1678591,3,1.88155035526884,1.59442982304417
"CA","Pismo Beach",8168,3.497,2335.663988,6,3.76320212243836,1.59438685587058
"CA","Point Arena",449,1.365,329.04621738,2,1.25522318134658,1.59334214801103
"VT","Hyde Park",479,1.146,413.55777205,2,1.25546897235384,1.5930302094605
"MI","Sault Ste. Marie",13420,14.757,909.40487574,8,5.0225842370293,1.59280554042669
"KY","Benton",4463,4.958,990.8754011,5,3.14000556140313,1.59235386760453
"CA","Windsor",27128,7.436,3731.7113251,12,7.5369623882222,1.59215336124697
"SD","Brandon",10074,5.38,1872.4151117,7,4.39717172053791,1.59193237037003
"TN","Bluff City",1670,1.747,955.83340184,3,1.88466054797318,1.59179858846532
"SC","Gaffney",12609,8.307,1510.5114887,8,5.02637059454799,1.59160568237397
"PA","Somerset",5855,2.729,2145.8456046,5,3.14157297586676,1.59155939983234
"NV","Sparks",105006,36.437,2931.1240755,29,18.2308906738515,1.59070670318893
"LA","Lafayette",126185,55.824,2273.7795022,31,19.4884954315722,1.59068205695237
"NY","Cassadaga",593,0.846,707.12342385,2,1.257434902485,1.59053959457265
"IA","Hiawatha",7420,4.743,1565.9655564,6,3.77647524418412,1.58878308794429
"KS","Olathe",140545,61.894,2280.0345302,33,20.7749917579363,1.58844828361453
"CO","Grand Lake",506,1.032,491.69262747,2,1.25923611193572,1.588264489116
"MD","Aberdeen",16019,6.595,2472.638394,9,5.66962617427514,1.58740624573024
"FL","Hampton",502,1.054,476.48860813,2,1.26001474806435,1.58728300845083
"MI","Allen",190,0.174,1093.446004,1,0.630112873255298,1.5870172511058
"OR","Lafayette",4265,0.862,4932.3918998,3,1.89059612291664,1.58680109603307
"MI","Grant",884,0.665,1328.7840463,2,1.26092606933064,1.58613581608452
"CA","Citrus Heights",87796,14.216,6168.8016907,25,15.7666254348552,1.58562782526263
"OR","Baker City",9809,7.162,1369.6602412,7,4.41480313524617,1.58557466449966
"OH","Troy",26281,11.963,2177.398318,12,7.56947798216565,1.58531407691165
"PA","Montgomery",1507,0.547,2756.8418757,2,1.26220126126776,1.58453335563236
"MI","Eaton Rapids",5245,3.545,1487.4449931,5,3.15615800546374,1.58420459031022
"KY","Olive Hill",1556,1.967,816.93849722,3,1.89474730613226,1.58332458913685
"MD","Frostburg",8505,3.344,2544.7301023,6,3.79099166560429,1.58269933812782
"CA","Firebaugh",8296,3.517,2358.8173592,6,3.79131762900599,1.58256326351984
"TX","Port Neches",12655,8.656,1466.4407374,8,5.05825797788968,1.58157216080498
"PA","Red Lion",6330,1.313,4822.5766004,4,2.53190606366237,1.57983744239471
"MS","Coldwater",1533,2.375,645.60146693,3,1.89946296899196,1.57939378075483
"OH","Delta",3100,3.048,1038.0720138,4,2.53264626338661,1.57937571378455
"MS","Madison",25661,25.249,1016.6037363,11,6.9674641472812,1.57876664557971
"NM","Carrizozo",935,8.361,111.8234649,2,1.26689033041575,1.57866861241547
"NC","Kannapolis",50841,32.714,1559.2373468,17,10.7689692878904,1.57860975786386
"OK","Shawnee",31436,43.618,721.20078479,11,6.97061975915075,1.5780519351324
"IN","Connersville",12796,7.682,1665.7177317,8,5.06956982878382,1.57804316148836
"NC","Tryon",1615,1.997,808.55846725,3,1.90133084916517,1.57784217371597
"MO","Marshall",12841,10.122,1268.6264571,8,5.07253014566559,1.57712221914263
"NY","Malone",5600,3.119,1795.2747071,5,3.17061166028102,1.57698278304977
"TX","Denton",141541,96.353,1470.7701706,29,18.4024404131538,1.57587794601803
"PA","Olyphant",5023,5.437,923.85616644,5,3.17568466476904,1.57446362841685
"NC","High Point",112791,56.365,2014.6923919,28,17.7852332625075,1.57433976753209
"AL","Florence",40797,26.518,1540.877293,15,9.52840230967079,1.57424083414025
"NJ","Keansburg",9632,1.072,8982.4092672,4,2.54309587780058,1.57288603820137
"MN","Hugo",15267,33.461,456.2741577,7,4.45064995138526,1.5728039896333
"CA","San Luis Obispo",47459,13.305,3561.1203555,17,10.813222111173,1.57214933950486
"TX","Los Fresnos",7837,0.181,1920.2763648,1,0.636220759116289,1.57178146998693
"MN","Chaska",26989,17.025,1587.103451,12,7.63557524284098,1.57159082562261
"MI","Milford",6515,2.451,2657.6108363,5,3.18163548833197,1.57151880482115
"MD","Cumberland",19284,10.056,1918.1154469,10,6.36487982543961,1.57112157248143
"FL","Palm Beach Gardens",57704,58.713,982.81318642,16,10.1860908208024,1.57076942288049
"MN","Farmington",23091,14.621,1579.2809933,11,7.00526916416951,1.57024658756336
"NC","Angier",5415,3.199,1750.8410745,5,3.18465885927591,1.57002687601423
"OH","Mansfield",46599,30.832,1510.7047341,16,10.1937640754071,1.56958704180733
"OH","Powell",13375,5.723,2371.8952874,8,5.09803112304226,1.56923326023675
"WY","Torrington",6624,3.724,1430.0789225,5,3.18826831333872,1.56824944095249
"MT","Plains",1139,0.615,1853.2828478,2,1.27576830086125,1.5676827827199
"WI","Superior",25977,36.621,708.81082093,10,6.37940052142253,1.56754540907397
"IN","Greenfield",23006,13.559,1696.7092821,11,7.018529823823,1.56727979735339
"WA","Benton City",3495,2.468,1414.9751918,4,2.5526707491522,1.56698626382917
"CA","Berkeley",121363,10.432,11587.115598,28,17.8730192459395,1.56660716439172
"PA","Homer City",1588,0.552,2875.6256325,2,1.2770317115056,1.56613182114486
"PA","Mapleton",414,0.183,2263.325605,1,0.638579851306163,1.56597487057348
"WA","College Place",9317,2.997,3118.3576787,6,3.8322708986608,1.56565132232607
"NJ","Glen Gardner",1911,1.548,1234.515961,3,1.91658217976499,1.56528638932031
"IA","Fonda",575,1.004,549.37868368,2,1.27805802286538,1.56487417959009
"IA","Little Rock",433,1.015,539.37010945,2,1.2781661539725,1.56474179337644
"GA","Jonesboro",4962,2.978,1962.9911431,5,3.1965064246253,1.56420771173207
"TN","Cleveland",45504,27.093,1679.5463291,16,10.238181356272,1.56277755230408
"MN","Forest Lake",20933,30.539,685.45926355,9,5.75939759370116,1.56266343025926
"ME","Waterville",16558,13.532,1223.5781031,9,5.76287865724879,1.56171950431048
"CA","Grand Terrace",12584,3.503,3588.6340858,7,4.48529374031916,1.56065586899597
"IN","McCordsville",7479,6.949,1074.6286682,6,3.84502496767652,1.56045800753947
"GA","Kingsland",17949,44.737,401.48587551,7,4.48761064200105,1.55985012034793
"VT","Newfane",111,0.176,630.30279405,1,0.641185734629262,1.55961049348393
"MN","Rochester",118935,55.496,2154.8340066,29,18.6015349372289,1.55901112988046
"OH","Dublin",49037,24.656,1987.8862205,17,10.9069649685369,1.55863707722906
"RI","Providence",179883,18.406,9773.2761671,40,25.668344787189,1.55833967213826
"FL","Callahan",1360,1.809,971.2298782,3,1.92562052056952,1.55793935926312
"PA","Millersville",8359,1.933,4323.3358812,5,3.21093624669523,1.55717822337523
"IA","Graettinger",795,0.754,1033.2839668,2,1.28441861610592,1.55712473715429
"ME","Presque Isle",9007,75.778,118.86107149,3,1.92681456172678,1.55697390895336
"NY","Cambridge",1810,1.726,1048.8749204,3,1.92776239622182,1.55620838225688
"WI","Omro",3583,2.438,1470.6023026,4,2.57109103833089,1.55575976904992
"NY","Monroe",8586,3.493,2486.2786737,6,3.85722265935498,1.55552337261322
"NY","Mechanicville",5037,0.839,5991.8812644,3,1.92905365693673,1.55516669492952
"SC","Liberty",3154,4.45,708.9533543,4,2.57275474677395,1.55475371487147
"AR","Bauxite",548,3.045,179.99528793,2,1.28653648451682,1.5545614322404
"VA","Leesburg",53727,12.399,4333.1669311,18,11.5802308643042,1.55437315636639
"CA","San Francisco",881549,46.914,18795.223512,141,90.7260903391795,1.55412847035369
"MI","Dansville",569,1.005,565.89368809,2,1.28721394437568,1.55374326757316
"GA","Ty Ty",737,0.788,935.58749322,2,1.28726743657908,1.55367870200695
"CT","Naugatuck",31108,16.299,1908.5842263,13,8.36885878416085,1.55337786612007
"CA","San Jacinto",49215,25.957,1913.9855081,17,10.9451656907425,1.55319713564307
"GA","Darien",1921,21.165,90.76331385,2,1.2879190288592,1.55289265488338
"NY","Bellport",2047,1.45,1431.1574058,3,1.9320579588767,1.55274844950521
"TN","Gatlinburg",3860,10.414,370.63852192,4,2.57741763326244,1.55194096151848
"OK","Okmulgee",11711,17.217,685.38150513,7,4.51119796698075,1.5516942619756
"TN","Mount Juliet",37029,25.064,1488.6261326,14,9.02493757776404,1.55125726680855
"MN","Watkins",953,0.688,1365.2899577,2,1.2895031837331,1.55098492600073
"TN","Goodlettsville",16798,14.432,1173.3137569,9,5.80472535464735,1.55046095209216
"OH","Mineral City",708,0.818,865.39830348,2,1.28999614057885,1.55039223536169
"WA","Garfield",609,0.94,647.57063591,2,1.29077162962849,1.54946076756866
"TX","Lindsay",1149,0.901,704.48752711,2,1.29097774908572,1.54921337832229
"IN","Monterey",201,0.183,1098.1655768,1,0.645927405302144,1.54816159183125
"GA","Greensboro",3304,6.907,490.86433126,4,2.58405057262481,1.54795732033097
"NY","Central Square",1750,1.906,918.03271716,3,1.93890250489815,1.54726707115043
"OH","Bay Village",15194,4.566,3327.8732596,8,5.17042705411787,1.54726097404828
"WA","Mountlake Terrace",21338,4.056,5260.9184027,9,5.82062862335556,1.54622474347308
"WA","Burien",51500,10.039,5130.0460093,17,10.9975028079966,1.54580547027811
"WI","Eagle River",1592,3.243,491.02128537,3,1.9414665769767,1.54522361372384
"TX","Gunter",1675,17.59,95.222130505,2,1.29464951834347,1.54481963779591
"ND","Hazen",2311,1.327,1741.4189062,3,1.9424925285647,1.5444074846541
"WI","Marshall",3984,2.125,1875.1139754,4,2.59126678211139,1.54364653906487
"WA","Poulsbo",11168,4.737,2357.4116515,7,4.53563121289926,1.54333535321217
"GA","McDonough",26768,12.852,2121.118834,12,7.77572457861434,1.54326453807324
"LA","Haughton",3296,5.71,574.79254438,4,2.5922224207868,1.54307746431184
"TX","Bastrop",9242,9.224,850.39284792,6,3.88907588645539,1.54278295800203
"PA","Wellsboro",3227,4.902,658.23923173,4,2.59332195315225,1.54242322097258
"NJ","Somerville",12063,2.338,5159.3676133,6,3.89356102712238,1.54100576778026
"NC","Troy",3222,3.66,888.4925339,4,2.59579953596672,1.54095104208821
"IA","Badger",532,1.125,487.2344244,2,1.29816240211472,1.54063928884551
"IA","Bettendorf",36543,21.302,1715.8817417,14,9.08897092054146,1.54032839607391
"IL","Athens",1908,1.682,1134.2705918,3,1.94911863015004,1.53915721372438
"PA","Beaver",4266,0.916,4657.9297353,3,1.94964963187615,1.53873801269261
"MA","Revere",53073,5.704,9304.7420422,15,9.75238950819879,1.53808458812987
"MO","Steelville",1650,2.42,681.77651666,3,1.95165323089938,1.53715831916386
"AL","Gordo",1614,3.253,496.18259703,3,1.95178937301133,1.53705109858829
"MT","Conrad",2470,1.272,1943.2004255,3,1.95219677132189,1.53673033583014
"MI","Imlay City",3569,2.451,1510.3841295,4,2.60298554003581,1.53669697294783
"IN","Marengo",807,0.774,1042.0979945,2,1.30292915333787,1.53500287784363
"CA","Arroyo Grande",17976,5.939,3027.6661445,9,5.86397927211141,1.53479396538853
"CA","Encinitas",62709,19.056,3291.1447404,20,13.0313891207753,1.53475579730138
"TX","Richmond",12578,4.909,3054.8557852,8,5.21361042129571,1.53444529865962
"MA","North Adams",12730,20.347,625.65105179,7,4.56191970547129,1.53444173767562
"NV","Fallon",8645,3.715,2348.5317679,6,3.91148927907514,1.53394259115001
"MN","Barnum",600,1.009,594.745548,2,1.30397557206605,1.53377106354159
"OR","Klamath Falls",21753,20.139,1085.5695529,10,6.52238890896555,1.53318057840038
"NE","Fort Calhoun",980,0.683,1492.8736392,2,1.30452971967769,1.53311953712648
"TX","Miami",550,1.169,470.34063452,2,1.30555009188983,1.5319213046088
"MA","Worcester",185428,37.362,4963.2702135,42,27.4203801253113,1.53170743104434
"CA","Turlock",73631,16.905,4350.905768,22,14.37815329605,1.53009914048169
"UT","Alpine",10498,7.955,1320.1318993,7,4.57596879853973,1.52973071019055
"CA","Pacific Grove",15413,2.866,5391.895364,7,4.5791280993946,1.5286752953964
"MI","Port Austin",622,0.987,630.04047268,2,1.30924832365176,1.52759408881395
"AL","Elkmont",510,1.643,310.47500851,2,1.30934737937982,1.52747852212246
"AR","Little Rock",197312,120.046,1644.3805675,35,22.9173757578572,1.52722547161624
"OR","Tigard",55514,12.67,4353.6674268,18,11.7870213355655,1.52710336967728
"CA","Oceanside",175742,41.27,4259.8388769,40,26.2019231280971,1.5266055016056
"AL","Newton",1456,14.249,102.18480783,2,1.31098502882451,1.5255704344643
"IA","Council Bluffs",62166,42.962,1448.1629106,18,11.8023102662896,1.52512513176446
"LA","Springfield",526,1.405,374.42405533,2,1.31285332477718,1.52339942494295
"OR","Lakeside",1798,1.999,899.60645566,3,1.96953982978119,1.52319844190878
"OH","Oberlin",8199,4.866,1667.7375014,6,3.94034432988724,1.52270956486986
"MO","Lowry City",613,1.026,597.60097443,2,1.31429811790541,1.52172476910139
"NC","Sims",286,0.191,1637.4428415,1,0.657159741099175,1.52170003343081
"ID","Tensed",121,0.187,645.37685702,1,0.65728844053049,1.52140207911296
"OH","Worthington",14692,5.47,2685.7873588,8,5.25921565236296,1.52113937301765
"WI","Palmyra",1757,2.155,816.14233985,3,1.97376346369283,1.51993896694547
"DE","Harrington",3638,2.724,1336.0664757,4,2.63312354999645,1.51910836086875
"IN","Rushville",6008,3.306,1819.5755378,5,3.29400264625605,1.51791013455408
"AR","Mena",5490,6.889,796.97026028,5,3.29420483816021,1.51781696817386
"CA","Oxnard",208881,26.528,7874.1023883,45,29.6528173309981,1.51756237856558
"WI","Bloomer",3505,2.948,1203.6463429,4,2.63676082501104,1.51701282955129
"MO","Marshfield",7562,5.521,1449.8109782,6,3.95557869257565,1.51684506018338
"IL","Bartlett",40647,15.726,2581.4833375,15,9.8906604589872,1.51658224060964
"NJ","Vineland",59439,68.393,869.07513662,15,9.89148876581938,1.51645524299976
"OH","Sandusky",24564,9.635,2543.34225,11,7.25533998173534,1.51612467888362
"AR","Ozark",3595,7.931,462.60530511,4,2.63963541478703,1.51536078717247
"PA","Biglerville",1219,0.651,1872.5395878,2,1.31994739089674,1.51521190449965
"FL","South Daytona",13080,3.701,3533.1967531,7,4.62187496113999,1.51453686195644
"MI","Northport",525,1.648,318.66421249,2,1.32081668585277,1.51421466841079
"OR","John Day",1672,2.26,775.99702536,3,1.98192178984588,1.51368233366731
"MN","Elk River",25213,42.329,595.53562505,9,5.94581415090694,1.5136699149312
"NC","Arapahoe",535,2.171,246.40698838,2,1.3212929034413,1.51366891836852
"MO","Florissant",50952,12.551,4059.5884012,17,11.2380270351261,1.51272104497204
"GA","Gibson",631,1.025,615.84677034,2,1.32291927808159,1.51180803933878
"MO","Jefferson City",42708,36.054,1184.5592431,14,9.26481055229672,1.51109403921157
"FL","Apopka",53447,34.558,1589.1765266,17,11.2507249481026,1.51101374164044
"CA","Coalinga",17179,6.847,2610.2134698,9,5.96059921279098,1.50991530862983
"WV","Rupert",894,0.767,1164.9133161,2,1.32480879518966,1.50965181334992
"NC","Nashville",5554,4.695,1183.5117336,5,3.31266180777993,1.50936023359139
"FL","Altamonte Springs",44143,9.091,4860.1992648,15,9.94954395474441,1.50760678763043
"WA","Quincy",8033,6.053,1327.4585667,6,3.98071298493468,1.50726767358196
"ID","Lewiston",32788,17.323,1895.1298198,13,8.62712604772787,1.50687493472103
"GA","Helen",560,2.089,258.38983054,2,1.32793069737669,1.50610269342442
"CA","Gustine",5882,1.551,3792.4518487,4,2.65592089319552,1.50606895342705
"ID","Hamer",104,0.191,544.26904829,1,0.664218836214237,1.50552791561825
"MI","Milan",6042,3.449,1750.2870592,5,3.32134604628653,1.5054137480165
"NC","Catawba",624,4.433,158.45454259,2,1.32854556072469,1.50540565496982
"SC","Scranton",862,0.792,1087.8071253,2,1.32856938249222,1.50537866245891
"AZ","Payson",15813,19.348,817.29750919,8,5.31655264425799,1.50473446522536
"GA","Ellijay",1714,3.544,483.57417224,3,1.99529774273445,1.50353500419875
"VA","Broadway",3978,2.375,1687.8469555,4,2.66084222878236,1.50328341783363
"OH","Lima",36659,13.617,2707.6331422,14,9.31455186089879,1.50302453720507
"TN","Shelbyville",22101,18.439,1198.6006094,10,6.65677885593468,1.50222806201302
"AR","Cabot",26352,20.666,1269.2348706,11,7.32380989942323,1.50195050814553
"TX","Corpus Christi",326586,162.169,2044.9521781,50,33.3090610212952,1.50109304996721
"MI","Lawton",1805,2.29,782.40129752,3,1.99922535117906,1.50058121173319
"OK","Porum",701,0.892,837.08552781,2,1.33298262392217,1.50039465189365
"NJ","Andover",563,1.348,417.69823736,2,1.33327678923667,1.50006361480653
"MT","Fairview",864,0.801,1078.4626631,2,1.33372885440243,1.49955517075177
"DE","Magnolia",289,0.196,1477.0259489,1,0.666990021180535,1.49927280505645
"PA","West Middlesex",803,0.845,949.8821709,2,1.33437625564512,1.49882762941782
"IN","Bloomington",85755,23.233,3690.6422801,24,16.0197482574134,1.49815088316969
"SC","Harleyville",699,1.057,606.75805745,2,1.33505913205443,1.49806098619942
"WV","Reedy",161,0.195,827.46727839,1,0.667765625218049,1.49753141257229
"WI","Burlington",10980,7.715,1418.1816071,7,4.67436563368113,1.49752940796105
"PA","Latrobe",7830,2.316,3381.4824954,5,3.33975884987405,1.4971140806135
"NC","Bessemer City",5577,5.225,1072.2352519,5,3.33980905539269,1.49709157531825
"WY","Shoshoni",644,3.582,179.78709193,2,1.33593069128128,1.49708365340556
"OH","McArthur",1643,1.687,1237.3848124,3,2.0039452805901,1.49704686503046
"IL","Petersburg",2214,1.562,1417.2595192,3,2.00427716603655,1.49679897113855
"WI","La Crosse",51227,21.703,2359.9893118,17,11.3599130209492,1.49649033127716
"CO","Calhan",834,0.828,1007.606785,2,1.33730727637636,1.49554259916936
"IN","Chesterton",14088,9.318,1511.8537403,8,5.35000251039919,1.49532640114651
"CA","Menifee",94756,46.475,2038.9845178,24,16.0500995393553,1.49531782909828
"IA","Ames",66258,27.592,2423.4854631,20,13.3759036877306,1.49522607719922
"ID","Troy",895,0.791,1131.2364625,2,1.33784013536862,1.49494692760801
"WA","Newport",2199,1.468,1601.970618,3,2.00758126640121,1.49433552215687
"TX","Honey Grove",1737,2.983,582.3811241,3,2.0081896086546,1.49388284207379
"MD","Boonsboro",3655,3.053,1197.2194917,4,2.67837790145903,1.49344123464468
"TX","Freeport",12136,15.398,788.14691895,7,4.68953905818419,1.49268401716019
"WA","Coulee Dam",1080,0.716,1508.8293465,2,1.34058501886995,1.49188598399071
"PA","Hermitage",15471,29.46,525.15686176,7,4.69334446045829,1.49147373668722
"WV","Point Pleasant",4062,2.416,1681.170492,4,2.68247924771145,1.49115785459015
"FL","Weston",71166,24.593,2893.7846405,21,14.0853995939336,1.49090551957393
"NC","Shelby",20026,22.312,897.53580351,9,6.0375123950709,1.49068016942668
"NJ","Beachwood",11312,2.763,4093.9723773,6,4.02518663041323,1.49061411330983
"UT","Leeds",873,6.295,138.68062956,2,1.34275833403729,1.48947129896902
"CA","Norwalk",103949,9.707,10706.954178,24,16.1167730197028,1.4891318485816
"TX","Valley View",845,2.393,238.98409422,2,1.34324631813113,1.48893019322221
"KY","Irvine",2298,1.458,1652.3109074,3,2.01754516856778,1.48695555704938
"OH","Ashtabula",18017,7.766,2317.8913322,9,6.05651813567741,1.48600231987803
"IN","Orleans",2125,1.709,1243.1089715,3,2.02007498325283,1.48509338755794
"IN","Brookville",2529,1.397,1810.1868483,3,2.0205608059916,1.48473631236637
"MT","Whitehall",1150,0.705,1631.1811427,2,1.34792605901673,1.48376091301249
"OH","Piqua",21332,11.649,1831.2728313,10,6.7416535937827,1.4833156080909
"MO","Warrenton",8396,8.903,943.30347695,6,4.04689104071898,1.48261960592199
"SC","Aiken",30869,20.908,1464.578814,12,8.09993002894169,1.48149427922501
"IN","Spencer",2256,1.594,1415.0427522,3,2.02500325732627,1.48147909843912
"TX","Rhome",1845,4.592,401.77267106,3,2.02542716281299,1.48116903687294
"CT","West Haven",54620,10.75,5080.8804135,17,11.4852590497961,1.4801581685092
"TX","Lometa",861,0.84,1025.3091211,2,1.3513467979889,1.48000498685936
"MN","Mora",3554,5.164,686.5734414,4,2.70279665184978,1.47994855523534
"ID","Wallace",782,0.908,860.86928742,2,1.35185338257353,1.47945037959116
"OR","Hermiston",17782,8.284,2172.9607572,9,6.08432802386309,1.47921018799471
"PA","Mount Pleasant",4221,1.001,4216.358728,3,2.02820344708842,1.47914155471269
"IL","Crestwood",10706,3.049,3513.0329877,6,4.05751366611756,1.47873808783523
"KY","Lawrenceburg",11509,6.022,1911.1439794,7,4.73556218057299,1.4781771906019
"MT","Hardin",3788,2.973,1273.971784,4,2.70626474316076,1.47805199402932
"ID","Eagle",29796,30.818,974.67283861,11,7.44244119838872,1.47800966198853
"IN","Aurora",3676,3.292,1116.5807395,4,2.70641245933739,1.47797132185067
"KY","Grayson",3894,2.768,1406.5946814,4,2.7066100681116,1.47786341561598
"NC","Wade",583,1.74,326.56385291,2,1.3538413180541,1.47727800395
"TN","Jefferson City",8194,6.716,1240.8881567,6,4.06288814374978,1.47678198062878
"PA","Seward",462,0.202,2286.3970345,1,0.677353803533879,1.47633333537483
"TX","Ballinger",3642,3.499,1040.7900357,4,2.71099120073139,1.47547509520534
"IN","Knox",3545,3.956,904.25755212,4,2.71114107280589,1.47539353083542
"MI","Battle Creek",51093,42.587,1199.2260923,15,10.1716549327638,1.47468628253242
"PA","Shamokin",6952,0.825,8335.5500128,3,2.03503400637093,1.47417683960471
"TN","Charleston",697,1.038,671.61666223,2,1.35684551616096,1.47400715569947
"NM","Raton",5938,7.961,745.90469796,5,3.39474199003848,1.47286598353335
"MI","L'Anse",1842,2.546,723.41612519,3,2.03734377306614,1.47250554357112
"GA","Midway",2061,6.443,319.89892543,3,2.03758794495918,1.47232908764588
"NY","Portville",948,0.802,1181.966007,2,1.35866990962958,1.472027889795
"MN","Hoyt Lakes",1946,55.912,34.651237066,1,0.679341070015052,1.47201463909409
"OR","Arlington",600,2.55,235.13644786,2,1.35897751544326,1.47169469492486
"MN","Grand Rapids",11214,22.572,496.81337831,6,4.07750942186125,1.47148648334973
"WV","Keyser",4915,1.969,2488.3825072,4,2.7192251873785,1.47100726286529
"MN","International Falls",5811,6.409,907.0518551,5,3.39934025085256,1.47087364930474
"MN","Minnetonka",54064,26.913,2009.2628664,17,11.5596926228349,1.47062733886353
"NY","Spencer",707,1.035,682.94697088,2,1.36045377342568,1.47009772699878
"IN","Valparaiso",33897,16.364,2077.4891363,13,8.84580968571881,1.46962239318668
"IN","Goshen",34217,17.575,1945.8600442,13,8.8462359984913,1.4695515699804
"AL","Gardendale",14177,22.981,619.4883967,7,4.76520112589281,1.4689831163608
"ID","Marsing",1318,0.681,1933.9437902,2,1.36181215601062,1.4686313315479
"CA","Culver City",39185,5.112,7667.0164259,12,8.17291741815415,1.4682639486048
"CT","Bantam",727,1.01,719.54888398,2,1.36252578663784,1.46786212753829
"NY","North Tonawanda",30245,10.093,2994.462168,12,8.1767010615982,1.46758453190344
"TX","Johnson City",2131,1.806,1179.7408986,3,2.04430011336103,1.46749490468291
"IN","Princeton",8733,5.071,1723.2457206,6,4.09240876589674,1.46612920243935
"SC","Darlington",5940,4.638,1280.8433761,5,3.41056394337452,1.46603320829482
"SC","Manning",3892,2.935,1325.4549435,4,2.72929220272613,1.46558144122664
"UT","Levan",954,0.81,1181.7712695,2,1.36543955980654,1.46472979022474
"ID","Pocatello",56637,33.362,1703.8093252,17,11.6108298089664,1.46415030447452
"TX","Allen",105623,26.4,4001.244338,27,18.4526756837761,1.463202435392
